"dot(grad,param)","dot(grad[n-10], grad[n])","dot(grad[n-11], grad[n])","dot(grad[n-12], grad[n])","dot(grad[n-13], grad[n])","dot(grad[n-14], grad[n])","dot(grad[n-15], grad[n])","dot(grad[n-16], grad[n])","dot(grad[n-17], grad[n])","dot(grad[n-18], grad[n])","dot(grad[n-19], grad[n])","dot(grad[n-1], grad[n])","dot(grad[n-20], grad[n])","dot(grad[n-2], grad[n])","dot(grad[n-3], grad[n])","dot(grad[n-4], grad[n])","dot(grad[n-5], grad[n])","dot(grad[n-6], grad[n])","dot(grad[n-7], grad[n])","dot(grad[n-8], grad[n])","dot(grad[n-9], grad[n])","dot(step[n-10], step[n])","dot(step[n-11], step[n])","dot(step[n-12], step[n])","dot(step[n-13], step[n])","dot(step[n-14], step[n])","dot(step[n-15], step[n])","dot(step[n-16], step[n])","dot(step[n-17], step[n])","dot(step[n-18], step[n])","dot(step[n-19], step[n])","dot(step[n-1], step[n])","dot(step[n-20], step[n])","dot(step[n-2], step[n])","dot(step[n-3], step[n])","dot(step[n-4], step[n])","dot(step[n-5], step[n])","dot(step[n-6], step[n])","dot(step[n-7], step[n])","dot(step[n-8], step[n])","dot(step[n-9], step[n])",epoch,grad_norm,learning_rate,param_norm,step,step_size,test/accuracy,test/loss,test/precision,test/recall,train/accuracy_epoch,train/accuracy_step,train/loss,val/accuracy,val/loss,val/precision,val/recall
0.7479220032691956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25.99941062927246,0.00014527954044751823,25.55571174621582,0,0.0037771824281662703,,,,,,0.1157388761639595,2.674431324005127,,,,
0.6242850422859192,,,,,,,,,,,570.9679565429688,,,,,,,,,,,,,,,,,,,,5.761775355495047e-06,,,,,,,,,,0,25.527599334716797,6.946084613446146e-05,25.555709838867188,1,0.0017731691477820277,,,,,,0.13725757598876953,2.555628538131714,,,,
0.5553456544876099,,,,,,,,,,,584.9371337890625,,601.042236328125,,,,,,,,,,,,,,,,,,2.0991822111682268e-06,,4.5113893065718e-06,,,,,,,,0,26.50739860534668,5.1665512728504837e-05,25.555707931518555,2,0.0013695189263671637,,,,,,0.14360421895980835,2.4772205352783203,,,,
0.5644262433052063,,,,,,,,,,,617.6920166015625,,589.202880859375,602.5773315429688,,,,,,,,,,,,,,,,,1.7861625565274153e-06,,2.2906217509444105e-06,4.899653504253365e-06,,,,,,,0,26.688488006591797,5.5969077948248014e-05,25.555706024169922,3,0.0014937300002202392,,,,,,0.15593023598194122,2.500753402709961,,,,
0.5447121858596802,,,,,,,,,,,610.934814453125,,604.2445678710938,576.9963989257812,590.674072265625,,,,,,,,,,,,,,,,1.763771933838143e-06,,1.610323010936554e-06,2.0673437575169373e-06,4.426410669111647e-06,,,,,,0,26.111488342285156,5.158213753020391e-05,25.55570411682129,4,0.0013468865072354674,,,,,,0.16116757690906525,2.4767258167266846,,,,
0.4932888150215149,,,,,,,,,,,557.3489990234375,,562.4835205078125,568.0691528320312,540.109130859375,552.5761108398438,,,,,,,,,,,,,,,1.2405922689140425e-06,,1.358503595838556e-06,1.2664988844335312e-06,1.6189163716262556e-06,3.4641707316040993e-06,,,,,0,24.732643127441406,4.315218029660173e-05,25.55570411682129,5,0.0010672674980014563,,,,,,0.15962129831314087,2.4168407917022705,,,,
0.49835801124572754,,,,,,,,,,,529.3699951171875,,559.4588623046875,576.321044921875,568.1474609375,535.7225341796875,551.5125732421875,,,,,,,,,,,,,,1.0167686923523434e-06,,1.2844807315559592e-06,1.4357297004607972e-06,1.3065375696896808e-06,1.6563042208872503e-06,3.566317673175945e-06,,,,0,24.82668685913086,4.451023050933145e-05,25.55570411682129,6,0.0011050417087972164,,,,,,0.17008617520332336,2.42802095413208,,,,
0.4095267355442047,,,,,,,,,,,557.2296142578125,,556.8678588867188,592.970458984375,603.7403564453125,605.0345458984375,579.7603759765625,590.4273071289062,,,,,,,,,,,,,8.931737056627753e-07,,8.653598797536688e-07,1.1014742540282896e-06,1.2168588909844402e-06,1.1257005780862528e-06,1.4502086287393468e-06,3.088962330366485e-06,,,0,26.189762115478516,3.601153730414808e-05,25.555702209472656,7,0.0009431340149603784,,,,,,0.19523942470550537,2.344182014465332,,,,
0.4403867721557617,,,,,,,,,,,555.851318359375,,527.4073486328125,524.4153442382812,551.960693359375,562.3319702148438,561.10986328125,535.2467041015625,545.5021362304688,,,,,,,,,,,,7.650226052646758e-07,,8.971807687885303e-07,8.648723905935185e-07,1.0881313983190921e-06,1.2028593801005627e-06,1.1079561090809875e-06,1.4209152823241311e-06,3.0288290417956887e-06,,0,24.634857177734375,3.821851350949146e-05,25.555702209472656,8,0.0009415079839527607,,,,,,0.1961366832256317,2.369537830352783,,,,
0.4339461326599121,,,,,,,,,,,524.9805297851562,,557.392578125,533.629638671875,529.719482421875,563.6179809570312,576.9396362304688,568.6423950195312,542.2206420898438,555.464599609375,,,,,,,,,,,7.518821121266228e-07,,7.522044143115636e-07,8.900879606699164e-07,8.566071869609004e-07,1.0894748356804485e-06,1.2100736057618633e-06,1.100964027500595e-06,1.411397192896402e-06,3.0240844353102148e-06,0,24.884733200073242,3.747426671907306e-05,25.555702209472656,9,0.0009325372520834208,,,,,,0.1815771460533142,2.361320972442627,,,,
