epoch,grad_norm,learning_rate,param_size,step,step_size,test/accuracy,test/loss,test/precision,test/recall,train/accuracy_epoch,train/accuracy_step,train/loss,val/accuracy,val/loss,val/precision,val/recall
0,24.22178077697754,0.0010000000474974513,25.597614288330078,0,0.02422178164124489,,,,,,0.11735507100820541,2.6280741691589355,,,,
0,2.7352561950683594,0.0010000000474974513,25.674198150634766,1,0.002735256217420101,,,,,,0.7493858337402344,1.0379928350448608,,,,
0,2.2585296630859375,0.0010000000474974513,25.75996208190918,2,0.0022585298866033554,,,,,,0.8336249589920044,0.8854215741157532,,,,
0,1.7323505878448486,0.0010000000474974513,25.847917556762695,3,0.0017323506763204932,,,,,,0.9078719615936279,0.7174933552742004,,,,
0,1.3657608032226562,0.0010000000474974513,25.935157775878906,4,0.0013657609233632684,,,,,,0.9018770456314087,0.6931026577949524,,,,
0,1.0591838359832764,0.0010000000474974513,26.02012825012207,5,0.0010591838508844376,,,,,,0.8993644714355469,0.6601057648658752,,,,
0,1.0050255060195923,0.0010000000474974513,26.10198402404785,6,0.0010050255805253983,,,,,,0.922832727432251,0.6132867336273193,,,,
0,0.9470962882041931,0.0010000000474974513,26.180208206176758,7,0.00094709632685408,,,,,,0.9391094446182251,0.5504002571105957,,,,
0,0.7855929136276245,0.0010000000474974513,26.254459381103516,8,0.0007855929434299469,,,,,,0.9430739879608154,0.5405551791191101,,,,
0,0.8116381764411926,0.0010000000474974513,26.324604034423828,9,0.0008116381941363215,,,,,,0.9430270195007324,0.5257107615470886,,,,
0,0.7198199033737183,0.0010000000474974513,26.3907413482666,10,0.0007198199164122343,,,,,,0.9373326301574707,0.5370170474052429,,,,
0,0.7405187487602234,0.0010000000474974513,26.45293426513672,11,0.000740518793463707,,,,,,0.962906539440155,0.4877507984638214,,,,
0,0.6449624300003052,0.0010000000474974513,26.511371612548828,12,0.0006449624779634178,,,,,,0.9682412147521973,0.47852665185928345,,,,
0,0.6643940210342407,0.0010000000474974513,26.5661563873291,13,0.0006643940578214824,,,,,,0.9523711204528809,0.4918003976345062,,,,
