"dot(grad,param)","dot(grad[n-10], grad[n])","dot(grad[n-11], grad[n])","dot(grad[n-12], grad[n])","dot(grad[n-13], grad[n])","dot(grad[n-14], grad[n])","dot(grad[n-15], grad[n])","dot(grad[n-16], grad[n])","dot(grad[n-17], grad[n])","dot(grad[n-18], grad[n])","dot(grad[n-19], grad[n])","dot(grad[n-1], grad[n])","dot(grad[n-20], grad[n])","dot(grad[n-2], grad[n])","dot(grad[n-3], grad[n])","dot(grad[n-4], grad[n])","dot(grad[n-5], grad[n])","dot(grad[n-6], grad[n])","dot(grad[n-7], grad[n])","dot(grad[n-8], grad[n])","dot(grad[n-9], grad[n])","dot(step[n-10], step[n])","dot(step[n-11], step[n])","dot(step[n-12], step[n])","dot(step[n-13], step[n])","dot(step[n-14], step[n])","dot(step[n-15], step[n])","dot(step[n-16], step[n])","dot(step[n-17], step[n])","dot(step[n-18], step[n])","dot(step[n-19], step[n])","dot(step[n-1], step[n])","dot(step[n-20], step[n])","dot(step[n-2], step[n])","dot(step[n-3], step[n])","dot(step[n-4], step[n])","dot(step[n-5], step[n])","dot(step[n-6], step[n])","dot(step[n-7], step[n])","dot(step[n-8], step[n])","dot(step[n-9], step[n])",epoch,grad_norm,learning_rate,param_norm,step,step_size,train/accuracy_epoch,train/accuracy_step,train/loss,val/accuracy,val/loss,val/precision,val/recall
0.8488997220993042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41.74338150024414,9.999999747378752e-05,37.42101287841797,0,0.10602693259716034,,0.10330898314714432,2.7497735023498535,,,,
0.41353172063827515,,,,,,,,,,,187.2219696044922,,,,,,,,,,,,,,,,,,,,0.0053722248412668705,,,,,,,,,,0,40.88365173339844,9.999999747378752e-05,37.42119216918945,1,0.07764735817909241,,0.19262465834617615,2.329660415649414,,,,
0.14327400922775269,,,,,,,,,,,129.8846893310547,,157.76303100585938,,,,,,,,,,,,,,,,,,0.004126152954995632,,0.00370337744243443,,,,,,,,0,35.27565002441406,9.999999747378752e-05,37.421390533447266,2,0.06532609462738037,,0.2879311442375183,2.0342605113983154,,,,
-0.03224945813417435,,,,,,,,,,,106.50738525390625,,117.54458618164062,106.45572662353516,,,,,,,,,,,,,,,,,0.003314593806862831,,0.003201398067176342,0.002885596826672554,,,,,,,0,31.736064910888672,9.999999747378752e-05,37.421592712402344,3,0.05788469314575195,,0.3727785348892212,1.8450875282287598,,,,
-0.3934476375579834,,,,,,,,,,,70.98275756835938,,49.27272033691406,72.05538940429688,70.38729095458984,,,,,,,,,,,,,,,,0.0027788449078798294,,0.0027451193891465664,0.002651599934324622,0.00240079453215003,,,,,,0,25.025039672851562,9.999999747378752e-05,37.42181396484375,4,0.05203893408179283,,0.543376088142395,1.4331451654434204,,,,
-0.3862380385398865,,,,,,,,,,,58.98582458496094,,39.573760986328125,64.07308197021484,32.121726989746094,60.089805603027344,,,,,,,,,,,,,,,0.0023223678581416607,,0.002379700541496277,0.0023521380499005318,0.0022707395255565643,0.002072439529001713,,,,,0,24.727397918701172,9.999999747378752e-05,37.42204666137695,5,0.04797805845737457,,0.5658152103424072,1.4430230855941772,,,,
-0.44456157088279724,,,,,,,,,,,33.30405044555664,,44.56669616699219,40.85393524169922,28.826335906982422,37.718994140625,19.126041412353516,,,,,,,,,,,,,,0.0020053917542099953,,0.002023158362135291,0.0020698029547929764,0.0020425301045179367,0.001969418255612254,0.0017906377324834466,,,,0,20.65715217590332,9.999999747378752e-05,37.42229461669922,6,0.04407138749957085,,0.5786110758781433,1.3527947664260864,,,,
-0.3797590434551239,,,,,,,,,,,20.772472381591797,,32.77741622924805,26.99527931213379,25.545780181884766,27.703824996948242,36.44822692871094,22.031658172607422,,,,,,,,,,,,,0.0017128364415839314,,0.0017652164679020643,0.0017773512518033385,0.0018162911292165518,0.0017909768503159285,0.0017253344412893057,0.0015703302342444658,,,0,19.995155334472656,9.999999747378752e-05,37.422550201416016,7,0.040913261473178864,,0.5924515724182129,1.4238946437835693,,,,
-0.5804624557495117,,,,,,,,,,,12.773547172546387,,21.09798812866211,23.492599487304688,7.141767501831055,18.258167266845703,25.49787139892578,14.39769172668457,-5.8573455810546875,,,,,,,,,,,,0.0014934935607016087,,0.0015278932405635715,0.0015708436258137226,0.0015790271572768688,0.0016130057629197836,0.0015894670505076647,0.0015268672723323107,0.0013899547047913074,,0,16.267303466796875,9.999999747378752e-05,37.422813415527344,8,0.0379391610622406,,0.7201933860778809,1.1789931058883667,,,,
-0.5298914909362793,,,,,,,,,,,14.455262184143066,,14.291685104370117,17.728559494018555,16.889495849609375,1.9595422744750977,4.188776969909668,16.445735931396484,1.656843662261963,-0.6305996179580688,,,,,,,,,,,0.0012917815474793315,,0.0013381795724853873,0.0013672716449946165,0.0014017187058925629,0.0014069583266973495,0.0014347161632031202,0.0014124480076134205,0.001351623795926571,0.0012304536066949368,0,15.46865463256836,9.999999747378752e-05,37.4230842590332,9,0.0354202464222908,,0.6508092284202576,1.2544715404510498,,,,
-0.5911999940872192,0.6220913529396057,,,,,,,,,,10.450130462646484,,16.195884704589844,16.283084869384766,13.71084213256836,9.595562934875488,5.311746597290039,12.987414360046387,7.80397891998291,2.411362886428833,0.0010921276407316327,,,,,,,,,,0.0011338661424815655,,0.0011640558950603008,0.0012043316382914782,0.001228935201652348,0.0012574961874634027,0.0012617969186976552,0.0012851378414779902,0.0012605234514921904,0.0012030457146465778,0,14.307730674743652,9.999999747378752e-05,37.42335891723633,10,0.03317113220691681,,0.6912920475006104,1.1485413312911987,,,,
-0.6899526119232178,6.117544651031494,6.521517753601074,,,,,,,,,7.42264461517334,,7.116795539855957,4.800342082977295,10.787272453308105,1.3073558807373047,12.605107307434082,11.308883666992188,18.803852081298828,9.753268241882324,0.001083569834008813,0.0009821446146816015,,,,,,,,,0.001001671887934208,,0.0010313396342098713,0.0010566440178081393,0.0010920345084741712,0.001113524311222136,0.0011374079622328281,0.0011398561764508486,0.0011600060388445854,0.0011363618541508913,0,11.645509719848633,9.999999747378752e-05,37.42363357543945,11,0.031017322093248367,,0.7902390360832214,0.993263304233551,,,,
-0.5974680781364441,-2.9038825035095215,0.09193801879882812,-4.79688024520874,,,,,,,,8.58254623413086,,16.976200103759766,9.519237518310547,10.66101360321045,15.389185905456543,11.40139389038086,9.90223503112793,2.6046833992004395,4.601404666900635,0.0010212137131020427,0.0009747535223141313,0.0008817009511403739,,,,,,,,0.0008828878635540605,,0.0009171003475785255,0.0009417482651770115,0.0009619981283321977,0.000992442131973803,0.0010096998885273933,0.0010286355391144753,0.001028653932735324,0.0010453873546794057,0,12.748541831970215,9.999999747378752e-05,37.423912048339844,12,0.02947733923792839,,0.7366812229156494,1.0869632959365845,,,,
-0.6167669892311096,3.193830966949463,3.4407639503479004,20.904590606689453,-3.348515510559082,,,,,,,8.398347854614258,,8.354944229125977,9.552939414978027,7.272856712341309,13.647851943969727,12.25564193725586,9.229940414428711,12.447952270507812,11.357540130615234,0.000948212284129113,0.0009258933714590967,0.0008833261672407389,0.0007948883576318622,,,,,,,0.0007980125956237316,,0.0008105606539174914,0.0008403178071603179,0.0008621840970590711,0.0008795587928034365,0.0009055011323653162,0.0009202929795719683,0.0009361129486933351,0.0009347970481030643,0,12.027653694152832,9.999999747378752e-05,37.42417526245117,13,0.028001613914966583,,0.7425525784492493,1.0670325756072998,,,,
-0.6657376289367676,-1.3461418151855469,9.582866668701172,-10.16616439819336,-5.2769975662231445,-3.207414150238037,,,,,,3.764458656311035,,8.59654426574707,4.344697952270508,2.7205867767333984,9.64263916015625,6.577845573425293,5.043903350830078,1.40321683883667,0.20321188867092133,0.0008456482319161296,0.0008565419702790678,0.0008331452845595777,0.0007953174063004553,0.0007167620351538062,,,,,,0.0007191437180154026,,0.0007316464907489717,0.0007415962754748762,0.0007675993256270885,0.0007865022053010762,0.0008003445109352469,0.0008227425860241055,0.0008347388356924057,0.0008478371310047805,0,9.862868309020996,9.999999747378752e-05,37.4244384765625,14,0.026360884308815002,,0.7562205791473389,0.9973790645599365,,,,
-0.6435109972953796,-1.5452046394348145,1.677636742591858,-1.6649287939071655,-1.7023893594741821,6.090633392333984,6.9262590408325195,,,,,6.974864959716797,,5.600895881652832,10.098321914672852,6.472994327545166,4.428654193878174,9.548892974853516,1.381786584854126,1.1369636058807373,9.097076416015625,0.0007709518540650606,0.0007689372869208455,0.0007787013310007751,0.0007586614228785038,0.0007255930686369538,0.0006536380387842655,,,,,0.0006426522159017622,,0.0006639119237661362,0.0006747088627889752,0.0006822373834438622,0.0007046298705972731,0.000720720854587853,0.0007316700066439807,0.0007511306321248412,0.0007606563158333302,0,10.057011604309082,9.999999747378752e-05,37.42469024658203,15,0.02512594684958458,,0.7900820970535278,1.0088331699371338,,,,
-0.6508447527885437,1.4678871631622314,0.08195960521697998,-7.430707931518555,2.338674306869507,-0.8642765283584595,-3.129885673522949,0.2562074661254883,,,,7.157416343688965,,3.5879955291748047,-0.47856849431991577,7.558349132537842,5.567435264587402,4.921734809875488,4.879243850708008,5.955963134765625,3.723386764526367,0.0006924696499481797,0.0007001024205237627,0.0006974685238674283,0.0007075891480781138,0.0006887363269925117,0.0006564158829860389,0.0005908938474021852,,,,0.0005841179518029094,,0.0005932581843808293,0.000612263975199312,0.0006222513620741665,0.0006272385944612324,0.0006466627819463611,0.0006604158552363515,0.0006692014285363257,0.0006853018421679735,0,9.362388610839844,9.999999747378752e-05,37.42493438720703,16,0.023936547338962555,,0.8099833726882935,1.0049827098846436,,,,
-0.6867092251777649,0.2997310161590576,6.813840866088867,10.640786170959473,0.1748279333114624,-5.367762565612793,-1.5185471773147583,3.602412223815918,-0.29160091280937195,,,4.637497901916504,,8.558073997497559,5.556183815002441,3.738213300704956,6.070460796356201,2.756258964538574,2.8094093799591064,3.9591636657714844,5.427071571350098,0.0006271964521147311,0.0006324307178147137,0.0006378800026141107,0.0006352929631248116,0.00064358941745013,0.0006269885925576091,0.0005988313350826502,0.0005387774435803294,,,0.0005324261146597564,,0.0005419745575636625,0.0005489425966516137,0.0005655994173139334,0.0005743580404669046,0.0005775236641056836,0.0005948818288743496,0.0006067402428016067,0.0006137705640867352,0,9.359251022338867,9.999999747378752e-05,37.4251708984375,17,0.02295001782476902,,0.7604390382766724,0.9391511678695679,,,,
-0.6802551746368408,6.325167655944824,-1.158167839050293,3.7579448223114014,4.961201190948486,-2.2553582191467285,-0.9417364597320557,0.2622361481189728,-11.747673034667969,-6.931369304656982,,8.777264595031738,,4.342832565307617,5.889735221862793,6.402496814727783,6.4088640213012695,7.307276248931885,2.5430243015289307,6.310652256011963,5.615189552307129,0.0005624882178381085,0.0005731011042371392,0.0005775698227807879,0.0005815784679725766,0.0005778437480330467,0.0005855588242411613,0.0005709847901016474,0.0005457159713841975,0.0004887515096925199,,0.0004912249278277159,,0.0004959196667186916,0.0005041409749537706,0.0005094849038869143,0.0005245152860879898,0.000531866040546447,0.0005333948647603393,0.0005483439890667796,0.0005576846888288856,0,9.776156425476074,9.999999747378752e-05,37.42540740966797,18,0.022179417312145233,,0.7963582277297974,0.9629232883453369,,,,
-0.6979778409004211,6.9300971031188965,5.442142486572266,1.9544103145599365,3.519899845123291,4.007809638977051,-1.231959581375122,3.379328727722168,-3.1945292949676514,-6.8369669914245605,2.257239580154419,4.540369987487793,,2.579226493835449,3.085603713989258,1.6302175521850586,3.757509231567383,-0.898236095905304,5.509863376617432,2.178215265274048,3.2233047485351562,0.0005110647762194276,0.0005140915745869279,0.000522271147929132,0.0005253235576674342,0.0005279458127915859,0.0005229944945313036,0.0005287733511067927,0.0005143516464158893,0.0004932520678266883,0.00044365780195221305,0.0004562957910820842,,0.0004550483718048781,0.0004589861782733351,0.0004659280239138752,0.00047054552123881876,0.0004833688144572079,0.0004903324879705906,0.0004903642693534493,0.0005034139030613005,0,8.395334243774414,9.999999747378752e-05,37.425636291503906,19,0.021231239661574364,,0.7724844217300415,0.9257933497428894,,,,
-0.6968812346458435,1.9629842042922974,3.228881597518921,6.200441360473633,2.6400251388549805,1.571061134338379,3.77949857711792,-1.4222602844238281,0.5295431017875671,2.528920888900757,-6.537047863006592,3.2012176513671875,-7.214530944824219,4.2064385414123535,4.64811897277832,2.208362340927124,6.54655122756958,4.298328399658203,2.7909932136535645,6.451033115386963,5.438814163208008,0.0004626601585187018,0.00046887408825568855,0.0004711899673566222,0.0004767097707372159,0.0004788379301317036,0.0004798532754648477,0.000474615691928193,0.00047989722224883735,0.0004666212189476937,0.00044636608799919486,0.00041933433385565877,0.0004008793621324003,0.0004242296563461423,0.0004225272568874061,0.00042593354010023177,0.00043187674600631,0.0004350579110905528,0.00044615493970923126,0.00045228071394376457,0.00045177582069300115,0,8.395188331604004,9.999999747378752e-05,37.42585754394531,20,0.020398084074258804,,0.8306373953819275,0.928084671497345,,,,
