"dot(grad,param)",epoch,grad_norm,learning_rate,param_size,step,step_size,test/accuracy,test/loss,test/precision,test/recall,train/accuracy_epoch,train/accuracy_step,train/loss,val/accuracy,val/loss,val/precision,val/recall
0.9140394926071167,0,37.23818588256836,0.167570561170578,26.30782699584961,0,6.240023612976074,,,,,,0.07543151080608368,2.8356289863586426,,,,
-0.09899856895208359,0,13.746084213256836,0.45050254464149475,27.028499603271484,1,6.192646026611328,,,,,,0.34256690740585327,1.7925240993499756,,,,
-0.16290651261806488,0,2.240976572036743,2.6431422233581543,27.685474395751953,2,5.923219680786133,,,,,,0.4470292329788208,1.6834622621536255,,,,
0.8315237164497375,0,1.1827894449234009,5.2566328048706055,28.22057342529297,3,6.217489719390869,,,,,,0.12919414043426514,2.7019639015197754,,,,
-0.21848894655704498,0,0.3664533197879791,12.834524154663086,28.707658767700195,4,4.703253746032715,,,,,,0.37039756774902344,1.790466070175171,,,,
0.5244922637939453,0,1.0096832513809204,5.816583156585693,29.19793128967285,5,5.872906684875488,,,,,,0.2745238244533539,2.186274766921997,,,,
1.0131378173828125,0,1.0700907707214355,5.831302642822266,29.65874671936035,6,6.240023136138916,,,,,,0.10815851390361786,2.7784347534179688,,,,
-0.21808584034442902,0,0.38131576776504517,12.519476890563965,30.131242752075195,7,4.773873805999756,,,,,,0.3525193929672241,1.8053216934204102,,,,
-0.05487726628780365,0,0.4153003394603729,10.58629322052002,30.469375610351562,8,4.396491050720215,,,,,,0.4412675201892853,1.3974432945251465,,,,
-0.04935106635093689,0,0.41277945041656494,9.801793098449707,30.7525634765625,9,4.045978546142578,,,,,,0.6771857738494873,1.0709980726242065,,,,
0.1385214626789093,0,0.5557133555412292,8.186237335205078,31.050724029541016,10,4.549201488494873,,,,,,0.5858898162841797,1.124645471572876,,,,
0.2561369836330414,0,0.5180962681770325,8.435256958007812,31.28778839111328,11,4.370275020599365,,,,,,0.7498180866241455,1.0351492166519165,,,,
0.38668346405029297,0,0.8428980708122253,6.145103454589844,31.63862419128418,12,5.179696083068848,,,,,,0.5578556060791016,1.3117430210113525,,,,
0.20320269465446472,0,0.5692909359931946,8.125027656555176,31.92327880859375,13,4.625504493713379,,,,,,0.5871154069900513,1.1749531030654907,,,,
-0.13023650646209717,0,0.4191584885120392,9.12554931640625,32.18856430053711,14,3.8250515460968018,,,,,,0.7060353755950928,0.8090784549713135,,,,
0.1516316533088684,0,0.46750566363334656,8.775339126586914,32.40791702270508,15,4.102520942687988,,,,,,0.7512169480323792,0.9137685894966125,,,,
0.002320436993613839,0,0.39231279492378235,9.201842308044434,32.607704162597656,16,3.6100003719329834,,,,,,0.8064383268356323,0.6990850567817688,,,,
-0.07726879417896271,0,0.31544485688209534,9.726201057434082,32.77466583251953,17,3.068080186843872,,,,,,0.8285609483718872,0.5393197536468506,,,,
0.08493299782276154,0,0.367521733045578,9.51323127746582,32.93610382080078,18,3.49631929397583,,,,,,0.7947677373886108,0.7043284773826599,,,,
0.04308188706636429,0,0.385883629322052,9.10607624053955,33.11117172241211,19,3.513885736465454,,,,,,0.7851240634918213,0.6230846047401428,,,,
-0.05195222049951553,0,0.32006508111953735,9.768507957458496,33.27371597290039,20,3.126558303833008,,,,,,0.8303842544555664,0.5757458806037903,,,,
-0.1729542762041092,0,0.23387748003005981,9.996074676513672,33.407535552978516,21,2.3378567695617676,,,,,,0.9199783802032471,0.3123689293861389,,,,
-0.12557575106620789,0,0.26953449845314026,9.60822582244873,33.54375457763672,22,2.5897483825683594,,,,,,0.8959985971450806,0.3080284297466278,,,,
0.05435602366924286,0,0.2847519516944885,9.91781997680664,33.64640808105469,23,2.8241186141967773,,,,,,0.8571474552154541,0.47674405574798584,,,,
-0.07298438251018524,0,0.2561282813549042,10.012948036193848,33.765655517578125,24,2.5645992755889893,,,,,,0.8690659999847412,0.39696863293647766,,,,
0.01749766618013382,0,0.2717483937740326,9.91171646118164,33.867794036865234,25,2.693493127822876,,,,,,0.9110860228538513,0.42261725664138794,,,,
0.042945265769958496,0,0.32730376720428467,9.40280532836914,33.995460510253906,26,3.077573537826538,,,,,,0.8729212284088135,0.46810606122016907,,,,
-0.11506827175617218,0,0.3103574216365814,9.254741668701172,34.14778518676758,27,2.8722777366638184,,,,,,0.9000118374824524,0.3360344171524048,,,,
-0.12533414363861084,0,0.18419460952281952,10.260211944580078,34.23762512207031,28,1.8898757696151733,,,,,,0.9359427094459534,0.24102002382278442,,,,
-0.15220490097999573,0,0.16068536043167114,10.122196197509766,34.32115173339844,29,1.6264886856079102,,,,,,0.9499999284744263,0.14058369398117065,,,,
-0.032627735286951065,0,0.2952759861946106,9.25862979888916,34.438636779785156,30,2.7338509559631348,,,,,,0.9057112336158752,0.27626094222068787,,,,
-0.08856459707021713,0,0.33497947454452515,8.80777359008789,34.58734893798828,31,2.9504234790802,,,,,,0.9140948057174683,0.2514698803424835,,,,
-0.11037935316562653,0,0.19401061534881592,9.875596046447754,34.67182922363281,32,1.9159704446792603,,,,,,0.9465068578720093,0.15096060931682587,,,,
0.09061899781227112,0,0.31047096848487854,9.267023086547852,34.7668571472168,33,2.8771417140960693,,,,,,0.8860125541687012,0.34140995144844055,,,,
0.0023458972573280334,0,0.30952608585357666,9.166902542114258,34.88182830810547,34,2.837395429611206,,,,,,0.88929682970047,0.2972363829612732,,,,
-0.04977145045995712,0,0.1973317712545395,10.036295890808105,34.952301025390625,35,1.9804800748825073,,,,,,0.9400816559791565,0.21058925986289978,,,,
-0.0009956713765859604,0,0.2157718539237976,9.87932014465332,35.01752853393555,36,2.1316792964935303,,,,,,0.9243701100349426,0.21602723002433777,,,,
0.005852974019944668,0,0.19551165401935577,10.326546669006348,35.07395935058594,37,2.0189602375030518,,,,,,0.9187824726104736,0.2925109267234802,,,,
0.007888592779636383,0,0.23329728841781616,10.021344184875488,35.14954376220703,38,2.3379523754119873,,,,,,0.8907998204231262,0.3185245096683502,,,,
-0.025378700345754623,0,0.2031072974205017,9.986320495605469,35.215213775634766,39,2.028294563293457,,,,,,0.9358782768249512,0.21184705197811127,,,,
0.08404213190078735,0,0.4347620904445648,8.052652359008789,35.369686126708984,40,3.500988006591797,,,,,,0.9001997709274292,0.33791816234588623,,,,
0.33734482526779175,0,0.5197820663452148,7.852223873138428,35.5299186706543,41,4.081445217132568,,,,,,0.8095015287399292,0.6830645203590393,,,,
0.0038559287786483765,0,0.31816163659095764,9.065765380859375,35.64582443237305,42,2.884378671646118,,,,,,0.8976728916168213,0.29148203134536743,,,,
-0.07220380753278732,0,0.23883137106895447,9.572903633117676,35.7384147644043,43,2.2863097190856934,,,,,,0.917373776435852,0.18696774542331696,,,,
-0.0960618406534195,0,0.21188904345035553,9.77056884765625,35.82453536987305,44,2.0702764987945557,,,,,,0.9577381014823914,0.1687764823436737,,,,
-0.05989100784063339,0,0.19170574843883514,10.030293464660645,35.892845153808594,45,1.9228649139404297,,,,,,0.9295238256454468,0.1928158551454544,,,,
0.0813106894493103,0,0.2874472737312317,9.363913536071777,35.972469329833984,46,2.691631317138672,,,,,,0.9324570894241333,0.28622981905937195,,,,
0.05960165709257126,0,0.2674561142921448,9.599867820739746,36.04811096191406,47,2.5675432682037354,,,,,,0.9123275279998779,0.29725998640060425,,,,
-0.09480579942464828,0,0.21305544674396515,9.699374198913574,36.132755279541016,48,2.06650447845459,,,,,,0.9414682388305664,0.14873172342777252,,,,
