epoch,grad_norm,learning_rate,param_size,step,step_size,test/accuracy,test/loss,test/precision,test/recall,train/accuracy_epoch,train/accuracy_step,train/loss,val/accuracy,val/loss,val/precision,val/recall
0,24.05898094177246,0.18339774012565613,25.919462203979492,0,4.412362575531006,,,,,,0.0992705225944519,2.8964550495147705,,,,
0,9.815851211547852,0.44546398520469666,26.288326263427734,1,4.372608184814453,,,,,,0.4349098205566406,1.6890767812728882,,,,
0,2.6756651401519775,1.6133619546890259,26.633846282958984,2,4.316816329956055,,,,,,0.25947773456573486,2.041426420211792,,,,
0,1.7527521848678589,2.5173909664154053,26.88280487060547,3,4.412362575531006,,,,,,0.03746288642287254,3.114384651184082,,,,
0,0.5878518223762512,6.672044277191162,27.21956443786621,4,3.922173500061035,,,,,,0.32521653175354004,1.8628449440002441,,,,
0,0.802596390247345,4.992902755737305,27.522066116333008,5,4.0072855949401855,,,,,,0.33895736932754517,1.7734206914901733,,,,
0,0.7568697333335876,5.150806903839111,27.823692321777344,6,3.8984899520874023,,,,,,0.5038269758224487,1.54796302318573,,,,
0,0.6010364294052124,6.061958312988281,28.141559600830078,7,3.6434578895568848,,,,,,0.6090686917304993,1.2166526317596436,,,,
0,0.650053858757019,5.627027988433838,28.42047119140625,8,3.6578712463378906,,,,,,0.6246782541275024,1.1299954652786255,,,,
0,0.8163316249847412,4.686358451843262,28.677637100219727,9,3.82562255859375,,,,,,0.5803115963935852,1.2414015531539917,,,,
0,0.5622494220733643,6.300605297088623,28.927772521972656,10,3.5425117015838623,,,,,,0.6122761368751526,1.0795811414718628,,,,
0,0.3680110275745392,8.241147994995117,29.17596435546875,11,3.0328333377838135,,,,,,0.7550005316734314,0.7244052290916443,,,,
0,0.34986990690231323,8.350346565246582,29.375764846801758,12,2.921535015106201,,,,,,0.8043622970581055,0.5928051471710205,,,,
0,0.37144240736961365,8.063471794128418,29.545150756835938,13,2.995115280151367,,,,,,0.796715497970581,0.6243637800216675,,,,
0,0.386798232793808,7.730834484100342,29.73187255859375,14,2.9902729988098145,,,,,,0.828909158706665,0.5258699059486389,,,,
0,0.3683778643608093,7.921614646911621,29.91686248779297,15,2.918147563934326,,,,,,0.849815309047699,0.4715159237384796,,,,
0,0.343610942363739,8.2111234664917,30.086946487426758,16,2.821431875228882,,,,,,0.8703794479370117,0.4133523106575012,,,,
0,0.31451043486595154,8.694008827209473,30.22861099243164,17,2.73435640335083,,,,,,0.8714790940284729,0.4263460636138916,,,,
0,0.1943238377571106,10.999990463256836,30.359569549560547,18,2.1375603675842285,,,,,,0.9025211334228516,0.31614577770233154,,,,
