"dot(grad,param)",epoch,grad_norm,learning_rate,param_size,step,step_size,train/accuracy_epoch,train/accuracy_step,train/loss,val/accuracy,val/loss,val/precision,val/recall
0.7673724889755249,0,25.75857162475586,0.0010000000474974513,25.555696487426758,0,0.025758571922779083,,0.10935863852500916,2.7001941204071045,,,,
0.18090924620628357,0,22.064775466918945,0.0010000000474974513,25.555700302124023,1,0.022064777091145515,,0.27965500950813293,2.107985019683838,,,,
-0.1679535210132599,0,17.465408325195312,0.0010000000474974513,25.555713653564453,2,0.017465408891439438,,0.42182785272598267,1.7327903509140015,,,,
-0.3212125301361084,0,13.294709205627441,0.0010000000474974513,25.555727005004883,3,0.013294709846377373,,0.5371973514556885,1.529948353767395,,,,
-0.4221128225326538,0,11.282246589660645,0.0010000000474974513,25.55574607849121,4,0.011282247491180897,,0.5864783525466919,1.4067785739898682,,,,
-0.4479324221611023,0,10.063620567321777,0.0010000000474974513,25.555767059326172,5,0.01006362121552229,,0.6235306262969971,1.3474384546279907,,,,
-0.5386337637901306,0,8.769811630249023,0.0010000000474974513,25.555789947509766,6,0.008769812062382698,,0.6733608245849609,1.2427442073822021,,,,
-0.5765696167945862,0,7.9014892578125,0.0010000000474974513,25.55581283569336,7,0.007901489734649658,,0.6913514137268066,1.1765820980072021,,,,
-0.5826066136360168,0,7.511678218841553,0.0010000000474974513,25.555835723876953,8,0.007511678617447615,,0.7105106115341187,1.1580358743667603,,,,
-0.5924296379089355,0,7.1432623863220215,0.0010000000474974513,25.55586051940918,9,0.0071432627737522125,,0.7340379953384399,1.1393632888793945,,,,
-0.5938823223114014,0,6.891287803649902,0.0010000000474974513,25.555885314941406,10,0.006891288328915834,,0.7253624200820923,1.1214113235473633,,,,
-0.6271210312843323,0,6.24843168258667,0.0010000000474974513,25.555910110473633,11,0.006248432211577892,,0.7398947477340698,1.0705198049545288,,,,
-0.6310765147209167,0,6.181373596191406,0.0010000000474974513,25.55593490600586,12,0.006181373726576567,,0.7676329016685486,1.0625380277633667,,,,
-0.6578579545021057,0,6.0540313720703125,0.0010000000474974513,25.55596160888672,13,0.006054031662642956,,0.7757582664489746,1.0174490213394165,,,,
-0.6341231465339661,0,5.9200053215026855,0.0010000000474974513,25.555988311767578,14,0.00592000549659133,,0.7648105621337891,1.0501701831817627,,,,
-0.6225640773773193,0,5.48021125793457,0.0010000000474974513,25.556011199951172,15,0.005480211693793535,,0.7712546586990356,1.033106803894043,,,,
-0.6684932708740234,0,5.416684627532959,0.0010000000474974513,25.556039810180664,16,0.0054166847839951515,,0.7986412048339844,0.995355486869812,,,,
-0.6779817938804626,0,5.1419358253479,0.0010000000474974513,25.556066513061523,17,0.005141936242580414,,0.7997198700904846,0.9655622839927673,,,,
-0.6756121516227722,0,5.092073917388916,0.0010000000474974513,25.556093215942383,18,0.005092074163258076,,0.7956492900848389,0.9658588767051697,,,,
-0.6642422676086426,0,5.111077785491943,0.0010000000474974513,25.55611801147461,19,0.0051110778003931046,,0.7945141792297363,0.9847692847251892,,,,
-0.6802687644958496,0,5.109742164611816,0.0010000000474974513,25.556148529052734,20,0.005109742283821106,,0.8044787645339966,0.9610675573348999,,,,
-0.6842654347419739,0,4.823962688446045,0.0010000000474974513,25.55617332458496,21,0.004823962692171335,,0.8112930059432983,0.942595362663269,,,,
-0.6866647601127625,0,4.793280124664307,0.0010000000474974513,25.556201934814453,22,0.004793280269950628,,0.79979407787323,0.943846583366394,,,,
-0.6986964344978333,0,4.562066078186035,0.0010000000474974513,25.556228637695312,23,0.004562066402286291,,0.8154878616333008,0.9132984280586243,,,,
-0.7045438885688782,0,4.516894817352295,0.0010000000474974513,25.556257247924805,24,0.004516894929111004,,0.8207929134368896,0.9067713618278503,,,,
-0.7067932486534119,0,4.426056861877441,0.0010000000474974513,25.556283950805664,25,0.004426056984812021,,0.8261692523956299,0.9011673331260681,,,,
-0.713756799697876,0,4.34769344329834,0.0010000000474974513,25.556312561035156,26,0.004347693640738726,,0.8312937617301941,0.8888652324676514,,,,
-0.6900063753128052,0,4.327240467071533,0.0010000000474974513,25.55634117126465,27,0.004327240865677595,,0.8182681798934937,0.9106157422065735,,,,
-0.6715729832649231,0,4.397379398345947,0.0010000000474974513,25.556367874145508,28,0.0043973797000944614,,0.8135427236557007,0.9309318661689758,,,,
-0.6829430460929871,0,4.319676876068115,0.0010000000474974513,25.556394577026367,29,0.0043196771293878555,,0.8219728469848633,0.8975440859794617,,,,
-0.7157388925552368,0,4.090401649475098,0.0010000000474974513,25.55642318725586,30,0.0040904018096625805,,0.8383638858795166,0.8644181489944458,,,,
-0.7455801367759705,0,4.070129871368408,0.0010000000474974513,25.55645179748535,31,0.004070130176842213,,0.8660279512405396,0.8337156176567078,,,,
-0.7084541916847229,0,4.10977840423584,0.0010000000474974513,25.556480407714844,32,0.004109778441488743,,0.8256208896636963,0.8745218515396118,,,,
-0.7122244238853455,0,4.144866466522217,0.0010000000474974513,25.556509017944336,33,0.004144866485148668,,0.8324060440063477,0.8663486838340759,,,,
-0.7165671586990356,0,3.9963085651397705,0.0010000000474974513,25.556537628173828,34,0.003996308892965317,,0.8496143221855164,0.8602281212806702,,,,
-0.7021703124046326,0,3.844284772872925,0.0010000000474974513,25.55656623840332,35,0.0038442849181592464,,0.844127893447876,0.8534582257270813,,,,
-0.7277616262435913,0,3.8285226821899414,0.0010000000474974513,25.55659294128418,36,0.0038285227492451668,,0.8538949489593506,0.8372697234153748,,,,
-0.7405041456222534,0,3.8106391429901123,0.0010000000474974513,25.556623458862305,37,0.0038106392603367567,,0.8569881916046143,0.8133769631385803,,,,
-0.7053971886634827,0,3.9418537616729736,0.0010000000474974513,25.556650161743164,38,0.0039418539963662624,,0.8370895385742188,0.8541824817657471,,,,
-0.7231227159500122,0,3.749478578567505,0.0010000000474974513,25.55668067932129,39,0.003749478841200471,,0.8646356463432312,0.835365891456604,,,,
-0.7284656763076782,0,3.5947437286376953,0.0010000000474974513,25.55670928955078,40,0.003594743786379695,,0.8578867316246033,0.8177489042282104,,,,
