loss,grad_norm,batchsize,time
3.086916208267212,72.8045654296875,21,1715894664.9370465
2.462942361831665,61.60627365112305,23,1715894665.250541
2.949415922164917,74.39842987060547,24,1715894665.5782547
2.4682772159576416,58.82847595214844,25,1715894665.9188795
2.977715492248535,64.76874542236328,26,1715894666.272671
2.877619504928589,58.87670135498047,27,1715894666.6396697
2.6958718299865723,70.19322204589844,29,1715894667.0327625
2.9134535789489746,55.747344970703125,29,1715894667.4203875
2.823004961013794,59.21054458618164,29,1715894667.8077388
2.968380928039551,56.61184310913086,31,1715894668.225665
2.320544481277466,53.22848892211914,31,1715894668.639981
2.896064281463623,63.967674255371094,32,1715894669.0698385
2.790555238723755,56.01072692871094,33,1715894669.513806
2.828895092010498,53.4027099609375,34,1715894669.968725
2.912263870239258,53.10700607299805,35,1715894670.4380877
2.5274198055267334,60.40960693359375,36,1715894670.920405
2.825744867324829,54.69331359863281,38,1715894671.432342
2.721592426300049,56.018890380859375,38,1715894671.9355268
2.895310163497925,53.47032928466797,38,1715894672.4379358
2.6736466884613037,63.42971420288086,39,1715894672.9568112
3.043147087097168,50.40861892700195,40,1715894673.4880164
2.80239200592041,54.75896072387695,42,1715894674.0441542
2.896684408187866,53.59551239013672,43,1715894674.6145306
2.6548357009887695,52.537628173828125,46,1715894675.2219708
2.8139564990997314,51.047096252441406,47,1715894675.8416648
2.7179067134857178,49.264793395996094,48,1715894676.4749014
2.5110738277435303,48.982295989990234,50,1715894677.1338987
2.463115692138672,48.82825469970703,50,1715894677.7896118
2.7676355838775635,49.8016242980957,50,1715894678.4450421
2.6295957565307617,51.2445182800293,50,1715894679.1018155
2.379514455795288,45.20307922363281,51,1715894679.7763753
2.7904839515686035,50.132591247558594,55,1715894680.502565
2.968614101409912,46.81879806518555,55,1715894681.2230983
2.4876885414123535,44.22200393676758,57,1715894681.9750504
2.8089051246643066,49.69762420654297,58,1715894682.7389374
2.4345691204071045,43.62105178833008,59,1715894683.517017
2.821272611618042,44.46684646606445,61,1715894684.319144
2.621272325515747,48.49504470825195,62,1715894685.1353257
2.697067975997925,45.53797149658203,62,1715894685.9461606
2.731990337371826,45.68033981323242,63,1715894686.775204
3.00217604637146,47.160560607910156,63,1715894687.5973938
2.5525169372558594,42.822269439697266,65,1715894688.4529045
2.6566836833953857,38.44465255737305,67,1715894689.3350463
2.6581008434295654,45.360870361328125,67,1715894690.209585
2.7864596843719482,42.66075134277344,72,1715894691.1532478
2.8637287616729736,40.80901336669922,73,1715894692.110336
2.828615665435791,41.35014343261719,74,1715894693.0807178
2.8796427249908447,39.86249542236328,81,1715894694.140177
2.515169620513916,38.15041732788086,83,1715894695.226329
2.814084053039551,37.03439712524414,89,1715894696.3919072
2.649291515350342,36.926795959472656,92,1715894697.589695
2.40773344039917,39.587921142578125,93,1715894698.803954
2.7318763732910156,35.50351333618164,96,1715894700.0542176
2.703441619873047,37.414337158203125,98,1715894701.3346698
2.492650032043457,39.515052795410156,98,1715894702.6091392
2.572481632232666,37.671142578125,105,1715894703.9803998
2.642206907272339,40.55983352661133,110,1715894705.4119778
2.7546234130859375,35.93393325805664,118,1715894706.9512794
2.743884563446045,34.759639739990234,118,1715894708.483058
2.626124620437622,36.06739807128906,119,1715894710.035544
2.8025758266448975,37.09208297729492,121,1715894711.6105154
2.6323258876800537,38.32296371459961,122,1715894713.195511
2.6921839714050293,38.2298583984375,124,1715894714.8134003
2.8997750282287598,34.478240966796875,127,1715894716.4675364
2.957761287689209,29.84736442565918,148,1715894718.3912704
2.7821481227874756,31.277524948120117,160,1715894720.4702082
2.568481683731079,32.592559814453125,165,1715894722.6092684
2.603820562362671,31.921241760253906,170,1715894724.815054
2.5581068992614746,34.23981857299805,182,1715894727.1738935
2.67887020111084,30.487791061401367,199,1715894729.7540672
2.789043426513672,30.141071319580078,218,1715894732.583085
2.498638868331909,31.024038314819336,227,1715894735.518941
2.6518678665161133,29.214113235473633,268,1715894738.984441
2.601743698120117,29.009363174438477,293,1715894742.766898
3.0562689304351807,29.001604080200195,309,1715894746.7486854
2.3716795444488525,76.57705688476562,20,1715894753.6071627
2.7332301139831543,79.21183013916016,20,1715894753.8801212
2.7157840728759766,81.53396606445312,22,1715894754.182522
2.471564292907715,63.963661193847656,22,1715894754.4803784
3.114853858947754,68.79405975341797,23,1715894754.7956314
2.6556966304779053,53.23335647583008,28,1715894755.1745813
2.769174098968506,60.214290618896484,30,1715894755.578653
2.5024056434631348,52.42625045776367,37,1715894756.072842
2.553652763366699,50.86668395996094,41,1715894756.617157
2.447375774383545,49.182594299316406,49,1715894757.2637258
2.943082571029663,47.35359191894531,52,1715894757.9516585
2.4558308124542236,48.6111946105957,54,1715894758.66436
2.7182400226593018,44.2751579284668,60,1715894759.456728
2.7556228637695312,49.375831604003906,69,1715894760.3639736
2.502840518951416,38.82905960083008,82,1715894761.437522
2.531632423400879,41.985591888427734,87,1715894762.5739226
2.6634609699249268,44.26241683959961,91,1715894763.7623217
2.8539135456085205,38.242103576660156,99,1715894765.0519946
2.6482839584350586,37.191890716552734,99,1715894766.3363922
2.603738307952881,39.44501495361328,100,1715894767.6396892
2.9266185760498047,36.7336540222168,101,1715894768.9538412
2.832930564880371,39.830162048339844,106,1715894770.3361723
2.8638668060302734,39.439208984375,112,1715894771.7960818
2.6217997074127197,37.08563232421875,125,1715894773.4246087
2.757385730743408,37.692447662353516,130,1715894775.1149955
2.784461259841919,36.78583526611328,132,1715894776.8357985
2.551180362701416,35.22356033325195,133,1715894778.567449
2.677025079727173,34.253089904785156,133,1715894780.296208
2.5985474586486816,35.964134216308594,139,1715894782.1045556
2.6771411895751953,32.579471588134766,145,1715894783.9896882
2.3841805458068848,34.16727066040039,146,1715894785.8838127
2.8786747455596924,31.637800216674805,168,1715894788.0607662
2.425001382827759,33.09687042236328,187,1715894790.4840145
2.887988805770874,30.789113998413086,239,1715894793.5753317
2.625480890274048,30.84527015686035,240,1715894796.6793287
2.460066318511963,30.451501846313477,246,1715894799.8608294
2.856984853744507,31.77528190612793,301,1715894803.7497306
2.6127660274505615,29.213720321655273,332,1715894808.0350776
2.801903486251831,30.721721649169922,338,1715894812.3982306
2.6896145343780518,28.814918518066406,429,1715894817.92564
3.0249834060668945,57.64013671875,37,1715894827.3835893
2.5842580795288086,48.36469650268555,44,1715894827.9665508
2.569788932800293,52.7720832824707,44,1715894828.545129
3.0496912002563477,50.62229537963867,45,1715894829.141018
