"dot(grad,param)",epoch,grad_norm,learning_rate,param_size,step,step_size,train/accuracy_epoch,train/accuracy_step,train/loss,val/accuracy,val/loss,val/precision,val/recall
0.9306856989860535,0,26.939300537109375,9.999999747378752e-05,25.552730560302734,0,0.0026939299423247576,,0.0638667568564415,2.8532350063323975,,,,
-0.3852865993976593,0,10.335065841674805,9.999999747378752e-05,25.5534725189209,1,0.0010335065890103579,,0.5785521268844604,1.431911587715149,,,,
-0.6111651062965393,0,5.159316539764404,9.999999747378752e-05,25.554397583007812,2,0.0005159316351637244,,0.7488592863082886,1.0748556852340698,,,,
-0.6680454015731812,0,3.788727283477783,9.999999747378752e-05,25.5554256439209,3,0.0003788727044593543,,0.8017231822013855,0.9558171629905701,,,,
-0.6963502764701843,0,2.987609624862671,9.999999747378752e-05,25.556522369384766,4,0.0002987609477713704,,0.8187633752822876,0.8894014358520508,,,,
-0.7063275575637817,0,2.6209442615509033,9.999999747378752e-05,25.557645797729492,5,0.00026209442876279354,,0.8342523574829102,0.8527090549468994,,,,
-0.7630000710487366,0,2.3334853649139404,9.999999747378752e-05,25.558774948120117,6,0.00023334853176493198,,0.8692523241043091,0.7653186321258545,,,,
-0.735204815864563,0,2.253458023071289,9.999999747378752e-05,25.559900283813477,7,0.000225345793296583,,0.8623594045639038,0.7713095545768738,,,,
-0.7391234040260315,0,2.1367595195770264,9.999999747378752e-05,25.561017990112305,8,0.0002136759430868551,,0.8684554696083069,0.7582665085792542,,,,
-0.7544999718666077,0,1.9313507080078125,9.999999747378752e-05,25.562110900878906,9,0.00019313507073093206,,0.8984013199806213,0.7218962907791138,,,,
-0.7504295706748962,0,1.8842030763626099,9.999999747378752e-05,25.563175201416016,10,0.0001884203084046021,,0.8899182081222534,0.7152663469314575,,,,
-0.7730143070220947,0,1.7507044076919556,9.999999747378752e-05,25.5642147064209,11,0.00017507043958175927,,0.9066111445426941,0.6722383499145508,,,,
-0.7663996815681458,0,1.6653629541397095,9.999999747378752e-05,25.56521987915039,12,0.0001665362942731008,,0.9133285880088806,0.6783726811408997,,,,
-0.7481249570846558,0,1.608683466911316,9.999999747378752e-05,25.56619644165039,13,0.00016086833784356713,,0.8977063894271851,0.6743555665016174,,,,
-0.7534132599830627,0,1.4264329671859741,9.999999747378752e-05,25.567140579223633,14,0.00014264328638091683,,0.9078478217124939,0.645607054233551,,,,
-0.7576372623443604,0,1.4791923761367798,9.999999747378752e-05,25.568052291870117,15,0.00014791922876611352,,0.9130662679672241,0.6428224444389343,,,,
-0.7709243297576904,0,1.409340500831604,9.999999747378752e-05,25.56892967224121,16,0.00014093404752202332,,0.9170347452163696,0.6143690347671509,,,,
-0.7714826464653015,0,1.433907389640808,9.999999747378752e-05,25.56977653503418,17,0.00014339073095470667,,0.9181513786315918,0.6069300770759583,,,,
-0.7655309438705444,0,1.3650343418121338,9.999999747378752e-05,25.570589065551758,18,0.00013650342589244246,,0.9259805083274841,0.6037682890892029,,,,
-0.7929773926734924,0,1.2895829677581787,9.999999747378752e-05,25.571365356445312,19,0.0001289582869503647,,0.9446203708648682,0.5632367730140686,,,,
-0.7724151611328125,0,1.2509373426437378,9.999999747378752e-05,25.572105407714844,20,0.00012509373482316732,,0.9223986864089966,0.5805168747901917,,,,
-0.7812116146087646,0,1.2204052209854126,9.999999747378752e-05,25.57282066345215,21,0.00012204051745356992,,0.9328938722610474,0.5669574737548828,,,,
-0.7697042226791382,0,1.1876318454742432,9.999999747378752e-05,25.573501586914062,22,0.00011876317876158282,,0.9271608591079712,0.5751996636390686,,,,
-0.7782525420188904,0,1.2606661319732666,9.999999747378752e-05,25.574159622192383,23,0.0001260666031157598,,0.9430886507034302,0.5554894208908081,,,,
-0.7839289307594299,0,1.1810709238052368,9.999999747378752e-05,25.574783325195312,24,0.00011810709111159667,,0.9443304538726807,0.5449998378753662,,,,
-0.7933810353279114,0,1.1083401441574097,9.999999747378752e-05,25.575380325317383,25,0.00011083401477662846,,0.9552161693572998,0.5358930826187134,,,,
-0.7793328166007996,0,1.1385233402252197,9.999999747378752e-05,25.57595443725586,26,0.00011385232937755063,,0.9470065236091614,0.5464508533477783,,,,
-0.7999832630157471,0,1.0660427808761597,9.999999747378752e-05,25.576501846313477,27,0.0001066042750608176,,0.9492890238761902,0.5160627365112305,,,,
-0.785879373550415,0,1.0609623193740845,9.999999747378752e-05,25.5770263671875,28,0.00010609623132040724,,0.9497936964035034,0.5264990925788879,,,,
-0.7880269289016724,0,1.0986286401748657,9.999999747378752e-05,25.577526092529297,29,0.00010986286361003295,,0.9501129984855652,0.5128961205482483,,,,
-0.8018701672554016,0,1.032147765159607,9.999999747378752e-05,25.578006744384766,30,0.00010321477748220786,,0.9558892846107483,0.49578967690467834,,,,
-0.7847352027893066,0,1.056857943534851,9.999999747378752e-05,25.578466415405273,31,0.00010568579455139115,,0.9488511085510254,0.5148630738258362,,,,
