"dot(grad,param)","dot(grad[n-10], grad[n])","dot(grad[n-11], grad[n])","dot(grad[n-12], grad[n])","dot(grad[n-13], grad[n])","dot(grad[n-14], grad[n])","dot(grad[n-15], grad[n])","dot(grad[n-16], grad[n])","dot(grad[n-17], grad[n])","dot(grad[n-18], grad[n])","dot(grad[n-19], grad[n])","dot(grad[n-1], grad[n])","dot(grad[n-20], grad[n])","dot(grad[n-2], grad[n])","dot(grad[n-3], grad[n])","dot(grad[n-4], grad[n])","dot(grad[n-5], grad[n])","dot(grad[n-6], grad[n])","dot(grad[n-7], grad[n])","dot(grad[n-8], grad[n])","dot(grad[n-9], grad[n])","dot(step[n-10], step[n])","dot(step[n-11], step[n])","dot(step[n-12], step[n])","dot(step[n-13], step[n])","dot(step[n-14], step[n])","dot(step[n-15], step[n])","dot(step[n-16], step[n])","dot(step[n-17], step[n])","dot(step[n-18], step[n])","dot(step[n-19], step[n])","dot(step[n-1], step[n])","dot(step[n-20], step[n])","dot(step[n-2], step[n])","dot(step[n-3], step[n])","dot(step[n-4], step[n])","dot(step[n-5], step[n])","dot(step[n-6], step[n])","dot(step[n-7], step[n])","dot(step[n-8], step[n])","dot(step[n-9], step[n])",epoch,grad_norm,learning_rate,param_norm,step,step_size,test/accuracy,test/loss,test/precision,test/recall,train/accuracy_epoch,train/accuracy_step,train/loss,val/accuracy,val/loss,val/precision,val/recall
0.7489191889762878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25.574806213378906,0.009999999776482582,29.712467193603516,0,15.139139175415039,,,,,,0.09933120012283325,2.6802151203155518,,,,
0.6922574043273926,,,,,,,,,,,-2.984783172607422,,,,,,,,,,,,,,,,,,,,123.92327880859375,,,,,,,,,,0,12.312520980834961,0.009999999776482582,35.2194938659668,1,10.452178001403809,,,,,,0.06691248714923859,2.646160840988159,,,,
-0.34772926568984985,,,,,,,,,,,-2.1930410861968994,,0.40768447518348694,,,,,,,,,,,,,,,,,,84.1811752319336,,95.64729309082031,,,,,,,,0,1.4333280324935913,0.009999999776482582,40.81602096557617,2,8.077967643737793,,,,,,0.539795458316803,1.5667387247085571,,,,
-0.4091111719608307,,,,,,,,,,,1.0333253145217896,,-1.2938799858093262,0.1653347909450531,,,,,,,,,,,,,,,,,53.53239059448242,,68.8685302734375,78.31231689453125,,,,,,,0,0.8461792469024658,0.009999999776482582,45.95631408691406,3,6.633374214172363,,,,,,0.5652305483818054,1.4810388088226318,,,,
-0.5154502391815186,,,,,,,,,,,0.33826011419296265,,0.33943092823028564,-0.6256389617919922,0.011909309774637222,,,,,,,,,,,,,,,,37.25993728637695,,45.279029846191406,58.17406463623047,66.17227935791016,,,,,,0,0.5535198450088501,0.009999999776482582,50.575927734375,4,5.62003231048584,,,,,,0.6533677577972412,1.360590934753418,,,,
-0.5716087818145752,,,,,,,,,,,0.21176505088806152,,0.10736233741044998,0.01784687489271164,-0.24427779018878937,-0.07360926270484924,,,,,,,,,,,,,,,27.270017623901367,,32.143497467041016,39.035499572753906,50.12076187133789,57.01665496826172,,,,,0,0.510405957698822,0.009999999776482582,54.710628509521484,5,4.854722023010254,,,,,,0.6688745021820068,1.2905919551849365,,,,
-0.5817098617553711,,,,,,,,,,,0.2090172916650772,,0.17199954390525818,0.06515581160783768,-0.043427713215351105,-0.1874871551990509,-0.06380034983158112,,,,,,,,,,,,,,20.62653350830078,,23.845951080322266,28.087127685546875,34.09199523925781,43.759552001953125,49.78116989135742,,,,0,0.4438667297363281,0.009999999776482582,58.414825439453125,6,4.25062370300293,,,,,,0.7019720077514648,1.2550209760665894,,,,
-0.6346259117126465,,,,,,,,,,,0.1532554030418396,,0.165360689163208,0.12121650576591492,0.04405158758163452,-0.019787320867180824,-0.14939157664775848,-0.09783463925123215,,,,,,,,,,,,,15.964068412780762,,18.212203979492188,21.040067672729492,24.769020080566406,30.05343246459961,38.5650634765625,43.87754440307617,,,0,0.39463749527931213,0.009999999776482582,61.7409553527832,7,3.7570865154266357,,,,,,0.7408024072647095,1.1716781854629517,,,,
-0.6351206302642822,,,,,,,,,,,0.1260140985250473,,0.12341168522834778,0.12240688502788544,0.07138850539922714,0.003908848389983177,-0.036163825541734695,-0.13336120545864105,-0.0784047320485115,,,,,,,,,,,,12.558412551879883,,14.19382095336914,16.182865142822266,18.685325622558594,21.989238739013672,26.675683975219727,34.22746276855469,38.94670104980469,,0,0.3681674301624298,0.009999999776482582,64.73509216308594,8,3.3438665866851807,,,,,,0.7393330931663513,1.1439024209976196,,,,
-0.64849853515625,,,,,,,,,,,0.1264881193637848,,0.10491091012954712,0.09049268066883087,0.08220653980970383,0.040871381759643555,0.007719242479652166,0.01951998844742775,-0.19021464884281158,-0.09711863845586777,,,,,,,,,,,10.003409385681152,,11.226892471313477,12.681512832641602,14.451664924621582,16.679685592651367,19.624374389648438,23.803504943847656,30.53683090209961,34.755409240722656,0,0.38180482387542725,0.009999999776482582,67.43677520751953,9,2.992988348007202,,,,,,0.7623850703239441,1.109483003616333,,,,
-0.6578153371810913,-0.09798955917358398,,,,,,,,,,0.12836669385433197,,0.10887043923139572,0.08947985619306564,0.07193232327699661,0.06453335285186768,0.04467976093292236,0.04278982803225517,0.06775934994220734,-0.25220727920532227,31.143369674682617,,,,,,,,,,8.053918838500977,,8.985780715942383,10.077701568603516,11.377311706542969,12.959872245788574,14.952710151672363,17.588176727294922,21.32842445373535,27.352853775024414,0,0.35670503973960876,0.009999999776482582,69.87995147705078,10,2.692270040512085,,,,,,0.7545207142829895,1.0750842094421387,,,,
-0.697292149066925,-0.19942936301231384,-0.09964043647050858,,,,,,,,,0.10602594166994095,,0.10745159536600113,0.09132231026887894,0.07834427803754807,0.05807982012629509,0.05131487175822258,0.035432156175374985,0.04054561257362366,0.08006516844034195,24.58294677734375,27.99888801574707,,,,,,,,,6.53851842880249,,7.259260177612305,8.09316635131836,9.071455001831055,10.23685359954834,11.657346725463867,13.446905136108398,15.814774513244629,19.174650192260742,0,0.3238120973110199,0.009999999776482582,72.09329986572266,11,2.4296820163726807,,,,,,0.7960338592529297,1.0028115510940552,,,,
